year,school,jae_cluster,code,course,planned_intake_num
2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCE,80
2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C74,DIPLOMA IN MOLECULAR BIOTECHNOLOGY,45
2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C45,DIPLOMA IN MEDICINAL CHEMISTRY,46
2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,46
2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,47
2019,SCHOOL OF DESIGN,BUILT ENVIRONMENT,C38,DIPLOMA IN ARCHITECTURE,60
2019,SCHOOL OF DESIGN,MEDIA & DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,75
2019,SCHOOL OF DESIGN,MEDIA & DESIGN,C64,DIPLOMA IN SPATIAL DESIGN,69
2019,SCHOOL OF DESIGN,MEDIA & DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,52
2019,SCHOOL OF ENGINEERING,ENGINEERING,C87,DIPLOMA IN ROBOTICS & MECHATRONICS,67
2019,SCHOOL OF ENGINEERING,ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,44
2019,SCHOOL OF ENGINEERING,ENGINEERING,C75,DIPLOMA IN MULTIMEDIA & INFOCOMM TECHNOLOGY,190
2019,SCHOOL OF ENGINEERING,ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,66
2019,SCHOOL OF ENGINEERING,ENGINEERING,C48,DIPLOMA IN ELECTRICAL ENGINEERING WITH ECO-DESIGN,64
2019,SCHOOL OF ENGINEERING,ENGINEERING,C89,DIPLOMA IN ELECTRONIC SYSTEMS,88
2019,SCHOOL OF ENGINEERING,ENGINEERING,C62,DIPLOMA IN DIGITAL & PRECISION ENGINEERING,66
2019,SCHOOL OF ENGINEERING,ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,303
2019,SCHOOL OF ENGINEERING,ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,44
2019,SCHOOL OF ENGINEERING,ENGINEERING,C39,AEROSPACE/ ELECTRICAL/ ELECTRONICS PROGRAMME,68
2019,SCHOOL OF ENGINEERING,ENGINEERING,C40,AEROSPACE/MECHATRONICS PROGRAMME,118
2019,SCHOOL OF ENGINEERING,ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,44
2019,SCHOOL OF ENGINEERING,ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,44
2019,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C97,DIPLOMA IN NURSING,810
2019,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C47,DIPLOMA IN SOCIAL SCIENCES (SOCIAL WORK),52
2019,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C72,DIPLOMA IN ORAL HEALTH THERAPY,24
2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,INFORMATION & DIGITAL TECHNOLOGIES,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,85
2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,INFORMATION & DIGITAL TECHNOLOGIES,C57,DIPLOMA IN DIGITAL VISUAL EFFECTS,40
2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,MEDIA & DESIGN,C61,DIPLOMA IN ANIMATION,85
2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,MEDIA & DESIGN,C66,DIPLOMA IN MOTION GRAPHICS & BROADCAST DESIGN,49
2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,MEDIA & DESIGN,C59,DIPLOMA IN INTERACTION DESIGN,57
2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,MEDIA & DESIGN,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,74
2019,SCHOOL OF INFORMATION TECHNOLOGY,BUSINESS & MANAGEMENT,C35,DIPLOMA IN BUSINESS & FINANCIAL TECHNOLOGY,97
2019,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C36,COMMON ICT PROGRAMME,150
2019,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,38
2019,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C54,DIPLOMA IN CYBERSECURITY & DIGITAL FORENSICS,60
2019,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C85,DIPLOMA IN INFORMATION TECHNOLOGY,97
2019,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C80,DIPLOMA IN INFOCOMM & SECURITY,65
2020,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCE,80
2020,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C45,DIPLOMA IN MEDICINAL CHEMISTRY,46
2020,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,60
2020,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,46
2020,SCHOOL OF CHEMICAL & LIFE SCIENCES,APPLIED SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,127
2020,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,53
2020,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,66
2020,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,287
2020,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,54
2020,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,70
2020,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,45
2020,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C34,COMMON BUSINESS PROGRAMME,235
2020,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C96,DIPLOMA IN BANKING AND FINANCE,68
2020,SCHOOL OF DESIGN,MEDIA & DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,50
2020,SCHOOL OF DESIGN,MEDIA & DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,72
2020,SCHOOL OF DESIGN,BUILT ENVIRONMENT,C38,DIPLOMA IN ARCHITECTURE,55
2020,SCHOOL OF DESIGN,MEDIA & DESIGN,C64,DIPLOMA IN SPATIAL DESIGN,63
2020,SCHOOL OF ENGINEERING,ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,43
2020,SCHOOL OF ENGINEERING,ENGINEERING,C62,DIPLOMA IN ADVANCED & DIGITAL MANUFACTURING,66
2020,SCHOOL OF ENGINEERING,ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,44
2020,SCHOOL OF ENGINEERING,ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,43
2020,SCHOOL OF ENGINEERING,ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,43
2020,SCHOOL OF ENGINEERING,ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,44
2020,SCHOOL OF ENGINEERING,ENGINEERING,C87,DIPLOMA IN ROBOTICS & MECHATRONICS,68
2020,SCHOOL OF ENGINEERING,ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,504
2020,SCHOOL OF ENGINEERING,ENGINEERING,C75,DIPLOMA IN INFOCOMM & MEDIA ENGINEERING,142
2020,SCHOOL OF ENGINEERING,ENGINEERING,C89,DIPLOMA IN ELECTRONIC & COMPUTER ENGINEERING,88
2020,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C47,DIPLOMA IN SOCIAL SCIENCES (SOCIAL WORK),45
2020,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C97,DIPLOMA IN NURSING,800
2020,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C72,DIPLOMA IN ORAL HEALTH THERAPY,24
2020,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C85,DIPLOMA IN INFORMATION TECHNOLOGY,102
2020,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,38
2020,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C54,DIPLOMA IN CYBERSECURITY & DIGITAL FORENSICS,59
2020,SCHOOL OF INFORMATION TECHNOLOGY,BUSINESS & MANAGEMENT,C35,DIPLOMA IN BUSINESS & FINANCIAL TECHNOLOGY,94
2020,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C80,DIPLOMA IN INFOCOMM & SECURITY,62
2020,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C36,COMMON ICT PROGRAMME,140
2020,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,MEDIA & DESIGN,C66,DIPLOMA IN MOTION GRAPHICS DESIGN,49
2020,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,MEDIA & DESIGN,C33,DIPLOMA IN ANIMATION & VISUAL EFFECTS,120
2020,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,MEDIA & DESIGN,C59,DIPLOMA IN INTERACTION DESIGN,52
2020,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,MEDIA & DESIGN,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,70
2020,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,INFORMATION & DIGITAL TECHNOLOGIES,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,84
2021,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCE,84
2021,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C45,DIPLOMA IN APPLIED CHEMISTRY,46
2021,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,66
2021,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,46
2021,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,112
2021,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,65
2021,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,280
2021,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C34,COMMON BUSINESS PROGRAMME,232
2021,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C96,DIPLOMA IN BANKING AND FINANCE,65
2021,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,49
2021,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,69
2021,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,56
2021,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,50
2021,SCHOOL OF DESIGN & MEDIA,BUILT ENVIRONMENT,C38,DIPLOMA IN ARCHITECTURE,50
2021,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,68
2021,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C32,DIPLOMA IN EXPERIENTIAL PRODUCT & INTERIOR DESIGN,107
2021,SCHOOL OF ENGINEERING,ENGINEERING,C62,DIPLOMA IN ADVANCED & DIGITAL MANUFACTURING,62
2021,SCHOOL OF ENGINEERING,ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,480
2021,SCHOOL OF ENGINEERING,ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,41
2021,SCHOOL OF ENGINEERING,ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,40
2021,SCHOOL OF ENGINEERING,ENGINEERING,C87,DIPLOMA IN ROBOTICS & MECHATRONICS,64
2021,SCHOOL OF ENGINEERING,ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,40
2021,SCHOOL OF ENGINEERING,ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,41
2021,SCHOOL OF ENGINEERING,ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,40
2021,SCHOOL OF ENGINEERING,ENGINEERING,C89,DIPLOMA IN ELECTRONIC & COMPUTER ENGINEERING,83
2021,SCHOOL OF ENGINEERING,ENGINEERING,C75,DIPLOMA IN INFOCOMM & MEDIA ENGINEERING,135
2021,SCHOOL OF HEALTH & SOCIAL SCIENCES,HUMANITIES,C47,DIPLOMA IN SOCIAL WORK,49
2021,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C72,DIPLOMA IN ORAL HEALTH THERAPY,26
2021,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C97,DIPLOMA IN NURSING,800
2021,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,54
2021,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C36,COMMON ICT PROGRAMME,144
2021,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C80,DIPLOMA IN INFOCOMM & SECURITY,63
2021,SCHOOL OF INFORMATION TECHNOLOGY,BUSINESS & MANAGEMENT,C35,DIPLOMA IN BUSINESS & FINANCIAL TECHNOLOGY,83
2021,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C54,DIPLOMA IN CYBERSECURITY & DIGITAL FORENSICS,75
2021,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C85,DIPLOMA IN INFORMATION TECHNOLOGY,100
2021,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C59,DIPLOMA IN INTERACTION DESIGN,50
2021,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,66
2021,SCHOOL OF DESIGN & MEDIA,INFORMATION & DIGITAL TECHNOLOGIES,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,86
2021,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C66,DIPLOMA IN MOTION GRAPHICS DESIGN,50
2021,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C33,DIPLOMA IN ANIMATION & VISUAL EFFECTS,114
2022,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCE,83
2022,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C45,DIPLOMA IN APPLIED CHEMISTRY,46
2022,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,68
2022,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,46
2022,SCHOOL OF APPLIED SCIENCE,APPLIED SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,112
2022,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,65
2022,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,254
2022,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C34,COMMON BUSINESS PROGRAMME,255
2022,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C96,DIPLOMA IN BANKING AND FINANCE,65
2022,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,45
2022,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,69
2022,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,56
2022,SCHOOL OF BUSINESS MANAGEMENT,BUSINESS & MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,50
2022,SCHOOL OF DESIGN & MEDIA,BUILT ENVIRONMENT,C38,DIPLOMA IN ARCHITECTURE,50
2022,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,68
2022,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C32,DIPLOMA IN EXPERIENTIAL PRODUCT & INTERIOR DESIGN,105
2022,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,66
2022,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C59,DIPLOMA IN INTERACTION DESIGN,50
2022,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C66,DIPLOMA IN MOTION GRAPHICS DESIGN,50
2022,SCHOOL OF DESIGN & MEDIA,MEDIA & DESIGN,C33,DIPLOMA IN ANIMATION & VISUAL EFFECTS,113
2022,SCHOOL OF ENGINEERING,ENGINEERING,C62,DIPLOMA IN ADVANCED & DIGITAL MANUFACTURING,64
2022,SCHOOL OF ENGINEERING,ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,424
2022,SCHOOL OF ENGINEERING,ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,41
2022,SCHOOL OF ENGINEERING,ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,40
2022,SCHOOL OF ENGINEERING,ENGINEERING,C87,DIPLOMA IN ROBOTICS & MECHATRONICS,64
2022,SCHOOL OF ENGINEERING,ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,40
2022,SCHOOL OF ENGINEERING,ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,41
2022,SCHOOL OF ENGINEERING,ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,41
2022,SCHOOL OF ENGINEERING,ENGINEERING,C89,DIPLOMA IN ELECTRONIC & COMPUTER ENGINEERING,83
2022,SCHOOL OF ENGINEERING,ENGINEERING,C75,DIPLOMA IN INFOCOMM & MEDIA ENGINEERING,130
2022,SCHOOL OF ENGINEERING,ENGINEERING,C31,DIPLOMA IN AI & DATA ENGINEERING,40
2022,SCHOOL OF HEALTH & SOCIAL SCIENCES,HUMANITIES,C47,DIPLOMA IN SOCIAL WORK,45
2022,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C72,DIPLOMA IN ORAL HEALTH THERAPY,25
2022,SCHOOL OF HEALTH & SOCIAL SCIENCES,HEALTH SCIENCES,C97,DIPLOMA IN NURSING,800
2022,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,55
2022,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C36,COMMON ICT PROGRAMME,142
2022,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C80,DIPLOMA IN INFOCOMM & SECURITY,64
2022,SCHOOL OF INFORMATION TECHNOLOGY,BUSINESS & MANAGEMENT,C35,DIPLOMA IN BUSINESS & FINANCIAL TECHNOLOGY,86
2022,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C54,DIPLOMA IN CYBERSECURITY & DIGITAL FORENSICS,75
2022,SCHOOL OF INFORMATION TECHNOLOGY,INFORMATION & DIGITAL TECHNOLOGIES,C85,DIPLOMA IN INFORMATION TECHNOLOGY,102
2022,SCHOOL OF DESIGN & MEDIA,INFORMATION & DIGITAL TECHNOLOGIES,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,86
